text	labels	0	1	2
purple stripe with string	001	000000000000000000000000000000110011001100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000
purple stripe w/o string	001	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000
The fish has an orange body with pink stripes	001	000000000000000000000000000010011000101100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000010011000101100000000000000000000000000000000000000
The fish has a pink body with white stripes	001	000000000000000000000000000001010010101100000000000000000000000000000000000000	000000000000000000000000000001010011001100000000000000000000000000000000000000	000000000000000000000000000001010010011100000000000000000000000000000000000000
White stem and white center	001	000000000000000000000000000000000000000000101010011001100100000000000000000000	000000000000000000000000000000000000000010001010011001001100000000000000000000	000000000000000000000000000000000000000000101010011001001100000000000000000000
Red base and blue dots With pink petals	001	000000000000000000000000000000000000000000000000000000000010000010001001000010	000000000000000000000000000000000000000000000000000000000000010010001001000010	000000000000000000000000000000000000000000000000000000000010000010001001000010
Orange wings and pink attenae	001	000000000000101010010001001100000000000000000000000000000000000000000000000000	000000000000101010100001001100000000000000000000000000000000000000000000000000	000000000000101010100001001100000000000000000000000000000000000000000000000000
White body, single orange feather, no pink	001	010001100110000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000
orange body, pink stripes, no fang	001	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000010011000101100000000000000000000000000000000000000	000000000000000000000000000010011000101100000000000000000000000000000000000000
pink body and wings, orange attenae	001	000000000001001010100010001100000000000000000000000000000000000000000000000000	000000000001001010010010001100000000000000000000000000000000000000000000000000	000000000001001010010010001100000000000000000000000000000000000000000000000000
orange base, orange petals, red dots	001	000000000000000000000000000000000000000000000000000000000000001010010001000100	000000000000000000000000000000000000000000000000000000000000001010010001000001	000000000000000000000000000000000000000000000000000000000000001010010001001000
orange body, no stripes	001	000000000000000000000000000001011000001100000000000000000000000000000000000000	000000000000000000000000000010011000011100000000000000000000000000000000000000	000000000000000000000000000010011000001100000000000000000000000000000000000000
orange base, orange dots, no pink or white	001	000000000000000000000000000000000000000000000000000000000000100010000011001000	000000000000000000000000000000000000000000000000000000000000100010001001001000	000000000000000000000000000000000000000000000000000000000000100010000001001000
orange body, pink legs, white head and attenae no wings	001	000000000000011100010001010100000000000000000000000000000000000000000000000000	000000000000011100000100010100000000000000000000000000000000000000000000000000	000000000000011100000001010100000000000000000000000000000000000000000000000000
white stomach, orange wings, white head, no feathers around head	001	010001110010000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000
orange body, pink wings, no feathers around head	001	010100100110000000000000000000000000000000000000000000000000000000000000000000	010100101010000000000000000000000000000000000000000000000000000000000000000000	010100100110000000000000000000000000000000000000000000000000000000000000000000
white stem, purple petals, white center, no thorns	001	000000000000000000000000000000000000000000100010010101001100000000000000000000	000000000000000000000000000000000000000000100010100101001100000000000000000000	000000000000000000000000000000000000000000100010100101001100000000000000000000
pink body white feathers around head, no orange	001	100010100110000000000000000000000000000000000000000000000000000000000000000000	001010101010000000000000000000000000000000000000000000000000000000000000000000	001010100110000000000000000000000000000000000000000000000000000000000000000000
orange wings, white legs and body, pink head and attenae	001	000000000000101001100010001100000000000000000000000000000000000000000000000000	000000000001001001100010001100000000000000000000000000000000000000000000000000	000000000000101001100010001100000000000000000000000000000000000000000000000000
pink legs, orange body, white head and attenae No wings	001	000000000000011100010001010100000000000000000000000000000000000000000000000000	000000000001001100000001010100000000000000000000000000000000000000000000000000	000000000000011100000001010100000000000000000000000000000000000000000000000000
white wings, orange body and head, purple attenae, white legs	001	000000000000101100001001001100000000000000000000000000000000000000000000000000	000000000000101100001100010100000000000000000000000000000000000000000000000000	000000000000101100001100001100000000000000000000000000000000000000000000000000
pink body white stripes, no whiskers	001	000000000000000000000000000001010010011100000000000000000000000000000000000000	000000000000000000000000000001010010011100000000000000000000000000000000000000	000000000000000000000000000001010010011100000000000000000000000000000000000000
orange base, red petals, white dots	001	000000000000000000000000000000000000000000000000000000000000000110000011001000	000000000000000000000000000000000000000000000000000000000000000110000101000001	000000000000000000000000000000000000000000000000000000000000000110000101001000
white body, pink stripes, white fangs	001	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111000011100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000
purple body, no wings, orange legs, white attenae	001	000000000000011010010010100100000000000000000000000000000000000000000000000000	000000000000011010001010100100000000000000000000000000000000000000000000000000	000000000000011010000010100100000000000000000000000000000000000000000000000000
white stomach and head, purple wing, orange feathers around head and tail	001	001001110010000000000000000000000000000000000000000000000000000000000000000000	010001101010000000000000000000000000000000000000000000000000000000000000000000	010001110010000000000000000000000000000000000000000000000000000000000000000000
orange wings, body, and legs, white head, pruple attenae	001	000000000001001100100001100100000000000000000000000000000000000000000000000000	000000000000101100100001010100000000000000000000000000000000000000000000000000	000000000000101100100001100100000000000000000000000000000000000000000000000000
white body, orange stripes	001	000000000000000000000000000000110100101100000000000000000000000000000000000000	000000000000000000000000000001010101001100000000000000000000000000000000000000	000000000000000000000000000000110101001100000000000000000000000000000000000000
white base, red petals, orange dots	001	000000000000000000000000000000000000000000000000000000000000100010000101001000	000000000000000000000000000000000000000000000000000000000000100010000101000001	000000000000000000000000000000000000000000000000000000000000100010000101000001
white stem, orange petals, white center	001	000000000000000000000000000000000000000001001011000011001100000000000000000000	000000000000000000000000000000000000000000101011000011100100000000000000000000	000000000000000000000000000000000000000000101011000011001100000000000000000000
white body, wings, and legs	001	000000000001001001001010010100000000000000000000000000000000000000000000000000	000000000001001001010010001100000000000000000000000000000000000000000000000000	000000000001001001001010001100000000000000000000000000000000000000000000000000
orange stem, petals and center	001	000000000000000000000000000000000000000010000110010101100100000000000000000000	000000000000000000000000000000000000000001000111000101100100000000000000000000	000000000000000000000000000000000000000010000111000101100100000000000000000000
orange body, wings, and white feathers around head	001	001100100110000000000000000000000000000000000000000000000000000000000000000000	010100100110000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000
white base, no petals, white dots	001	000000000000000000000000000000000000000000000000000000000000000110000011000001	000000000000000000000000000000000000000000000000000000000000000110001001000001	000000000000000000000000000000000000000000000000000000000000000110000001000001
white wings, pink head	001	000000000000001100010010010100000000000000000000000000000000000000000000000000	000000000000001100001100010100000000000000000000000000000000000000000000000000	000000000000001100001010010100000000000000000000000000000000000000000000000000
orange wing, no feathers around head	001	100001100110000000000000000000000000000000000000000000000000000000000000000000	001001100110000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000
white body, no stripes or fang pink body*	001	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000001010100001100000000000000000000000000000000000000	000000000000000000000000000001010100001100000000000000000000000000000000000000
white stem, orange petals, white center	001	000000000000000000000000000000000000000010001011001001001100000000000000000000	000000000000000000000000000000000000000000101011001001010100000000000000000000	000000000000000000000000000000000000000000101011001001001100000000000000000000
white body, pink stripes, no fang	001	000000000000000000000000000000110010011100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000
pink base, white petals, pink dots, no orange	001	000000000000000000000000000000000000000000000000000000000000010010000011000100	000000000000000000000000000000000000000000000000000000000000100010000011000100	000000000000000000000000000000000000000000000000000000000000010010000011000100
pink stem, orange center, pink petals	001	000000000000000000000000000000000000000000100010100101010100000000000000000000	000000000000000000000000000000000000000010000010010101010100000000000000000000	000000000000000000000000000000000000000010000010100101010100000000000000000000
white base, pink dots, blue petals, no orange	001	000000000000000000000000000000000000000000000000000000000000010010000011000001	000000000000000000000000000000000000000000000000000000000000100011000001000001	000000000000000000000000000000000000000000000000000000000000010011000001000001
green base, green dots, orange petals, no pink	001	000000000000000000000000000000000000000000000000000000000001000010001001010000	000000000000000000000000000000000000000000000000000000000000010010000101010000	000000000000000000000000000000000000000000000000000000000001000010000101010000
It is a flower with a white circle in middle without thorns	001	000000000000000000000000000000000000000010000011000101010100000000000000000000	000000000000000000000000000000000000000000100011000101010100000000000000000000	000000000000000000000000000000000000000000100011000101010100000000000000000000
White circle, purple flower	001	000000000000000000000000000000000000000010010010100101010100000000000000000000	000000000000000000000000000000000000000000110011000101010100000000000000000000	000000000000000000000000000000000000000000110010100101010100000000000000000000
white stem with thorns	001	000000000000000000000000000000000000000000100110100001010100000000000000000000	000000000000000000000000000000000000000000100110100001001100000000000000000000	000000000000000000000000000000000000000000100110100001001100000000000000000000
mostly orange with one pinkish wing	001	100100110010000000000000000000000000000000000000000000000000000000000000000000	010100101010000000000000000000000000000000000000000000000000000000000000000000	010100110010000000000000000000000000000000000000000000000000000000000000000000
white head pink legs	001	000000000000001010000100010100000000000000000000000000000000000000000000000000	000000000000001010000001001100000000000000000000000000000000000000000000000000	000000000000001010000001010100000000000000000000000000000000000000000000000000
orange stripes	001	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000001010101001100000000000000000000000000000000000000
green stem and circles with pink flowers	001	000000000000000000000000000000000000000000000000000000000001000010001001000001	000000000000000000000000000000000000000000000000000000000001000010000011010000	000000000000000000000000000000000000000000000000000000000001000010001001010000
mostly white flower	001	000000000000000000000000000000000000000010000010101001010100000000000000000000	000000000000000000000000000000000000000010000011001001010100000000000000000000	000000000000000000000000000000000000000010000010011001010100000000000000000000
white inside, white stem 	001	000000000000000000000000000000000000000000101010100101010100000000000000000000	000000000000000000000000000000000000000010001010100101001100000000000000000000	000000000000000000000000000000000000000000101010100101001100000000000000000000
orange butterfly lookng wings	001	000000000001001100100010001100000000000000000000000000000000000000000000000000	000000000001001100010010001100000000000000000000000000000000000000000000000000	000000000001001100100010001100000000000000000000000000000000000000000000000000
purple flowers, white stem	001	000000000000000000000000000000000000000000000000000000000000010010000101000001	000000000000000000000000000000000000000000000000000000000000010010001001000100	000000000000000000000000000000000000000000000000000000000000010010001001000001
completely orange fish	001	000000000000000000000000000010011000101100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000	000000000000000000000000000010011000001100000000000000000000000000000000000000
green stem, no purple circles, white flowers	001	000000000000000000000000000000000000000000000000000000000000010010000011010000	000000000000000000000000000000000000000000000000000000000000000010000101010000	000000000000000000000000000000000000000000000000000000000000000010000011010000
white fish with all purple stripes	001	000000000000000000000000000000110100011100000000000000000000000000000000000000	000000000000000000000000000000110101001100000000000000000000000000000000000000	000000000000000000000000000000110100101100000000000000000000000000000000000000
purple flower, orange stem with thorns	001	000000000000000000000000000000000000000010010010101001010100000000000000000000	000000000000000000000000000000000000000010010011001001100100000000000000000000	000000000000000000000000000000000000000010010010101001100100000000000000000000
orange feathers on bottom	001	001010101010000000000000000000000000000000000000000000000000000000000000000000	001010110010000000000000000000000000000000000000000000000000000000000000000000	001010110010000000000000000000000000000000000000000000000000000000000000000000
completely purple with whiskers	001	000000000000000000000000000010010100101100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000
completely white body with orange butterfly wings	001	000000000001001001010001100100000000000000000000000000000000000000000000000000	000000000001001010100001100100000000000000000000000000000000000000000000000000	000000000001001001100001100100000000000000000000000000000000000000000000000000
orange stem, red flowers	001	000000000000000000000000000000000000000000000000000000000000100010000101000001	000000000000000000000000000000000000000000000000000000000000100010000101001000	000000000000000000000000000000000000000000000000000000000000100010000101001000
orange flower	001	000000000000000000000000000000000000000001000010100011010100000000000000000000	000000000000000000000000000000000000000001000010010011010100000000000000000000	000000000000000000000000000000000000000001000011000011010100000000000000000000
orange stem, white circles, green flowers	001	000000000000000000000000000000000000000000000000000000000000000110001001001000	000000000000000000000000000000000000000000000000000000000000010010100001001000	000000000000000000000000000000000000000000000000000000000000000110100001001000
orange wing	001	001100101010000000000000000000000000000000000000000000000000000000000000000000	010100101010000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000
purple wing, no bottom	001	001001101010000000000000000000000000000000000000000000000000000000000000000000	010001100110000000000000000000000000000000000000000000000000000000000000000000	010001101010000000000000000000000000000000000000000000000000000000000000000000
purple with no strips	001	000000000000000000000000000001011000101100000000000000000000000000000000000000	000000000000000000000000000000111000001100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000
white butterfly wings and white bottomish area with purple legs	001	000000000001001001001010001100000000000000000000000000000000000000000000000000	000000000001001001010010010100000000000000000000000000000000000000000000000000	000000000001001001001010010100000000000000000000000000000000000000000000000000
no wings, orange attennas	001	000000000001001001100010010100000000000000000000000000000000000000000000000000	000000000001001001000010010100000000000000000000000000000000000000000000000000	000000000001001001000010010100000000000000000000000000000000000000000000000000
white wings, purple attena	001	000000000000101100001100010100000000000000000000000000000000000000000000000000	000000000000101100001100010100000000000000000000000000000000000000000000000000	000000000000101100001100010100000000000000000000000000000000000000000000000000
orange wing, no top or bottom	001	001001100110000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000	100001100110000000000000000000000000000000000000000000000000000000000000000000
orange bird, puruple bottom	001	100100110010000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000
white wings	001	000000000000001010100010100100000000000000000000000000000000000000000000000000	000000000000001010010010100100000000000000000000000000000000000000000000000000	000000000000001010001010100100000000000000000000000000000000000000000000000000
orange legs, orange bod	001	000000000001001100010100001100000000000000000000000000000000000000000000000000	000000000001001010010100100100000000000000000000000000000000000000000000000000	000000000001001100010100100100000000000000000000000000000000000000000000000000
orange with no stripes	001	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000010011000011100000000000000000000000000000000000000	000000000000000000000000000010011000001100000000000000000000000000000000000000
orange stem with thorns, white flower	001	000000000000000000000000000000000000000000101010100101100100000000000000000000	000000000000000000000000000000000000000000101010010101100100000000000000000000	000000000000000000000000000000000000000000101010010101100100000000000000000000
orange with white whisker looking thing by mouth	001	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000000111001001100000000000000000000000000000000000000	000000000000000000000000000010011001001100000000000000000000000000000000000000
red flowers, purple circles	001	000000000000000000000000000000000000000000000000000000000000010010000011100000	000000000000000000000000000000000000000000000000000000000010000010000101100000	000000000000000000000000000000000000000000000000000000000000010010000101100000
purple flower, orange circle	001	000000000000000000000000000000000000000010000110010101100100000000000000000000	000000000000000000000000000000000000000010000111000101100100000000000000000000	000000000000000000000000000000000000000010000110100101100100000000000000000000
red flower, blue stem	001	000000000000000000000000000000000000000000000000000000000000000010001001100000	000000000000000000000000000000000000000000000000000000000000000010000101000100	000000000000000000000000000000000000000000000000000000000000000010000101100000
orange wing, white top and bottom	001	001100100110000000000000000000000000000000000000000000000000000000000000000000	100100110010000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000
Notice the yellow stem	001	000000000000000000000000000000000000000000000000000000000000001010000001000100	000000000000000000000000000000000000000000000000000000000000001010000001000001	000000000000000000000000000000000000000000000000000000000000001010000001001000
Notice the purple centr with the white petals	001	000000000000000000000000000000000000000001010011000011100100000000000000000000	000000000000000000000000000000000000000000110010010011100100000000000000000000	000000000000000000000000000000000000000001010010010011100100000000000000000000
two toned purple flower only	001	000000000000000000000000000000000000000001001011000001010100000000000000000000	000000000000000000000000000000000000000001001010010001010100000000000000000000	000000000000000000000000000000000000000001001010100001010100000000000000000000
purple petals	001	000000000000000000000000000000000000000001000110011001100100000000000000000000	000000000000000000000000000000000000000001000111001001100100000000000000000000	000000000000000000000000000000000000000001000110101001100100000000000000000000
orange petals white stem orange center	001	000000000000000000000000000000000000000001001011000001001100000000000000000000	000000000000000000000000000000000000000010001011000001100100000000000000000000	000000000000000000000000000000000000000010001011000001001100000000000000000000
orange bird no tail feathers one orange feather	001	001100100110000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000
orange petals purple dots orange stem	001	000000000000000000000000000000000000000001000111000101010100000000000000000000	000000000000000000000000000000000000000001000110100101100100000000000000000000	000000000000000000000000000000000000000001000111000101100100000000000000000000
blue petals	001	000000000000000000000000000000000000000000000000000000000000010010000011000001	000000000000000000000000000000000000000000000000000000000000010011000001000001	000000000000000000000000000000000000000000000000000000000000010011000001000001
pink center, white petals with orange dots	001	000000000000000000000000000000000000000010000110011001010100000000000000000000	000000000000000000000000000000000000000001000111001001010100000000000000000000	000000000000000000000000000000000000000001000110011001010100000000000000000000
no whiskers, has lines	001	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000
pink legs and head, white body	001	000000000000001010001010010100000000000000000000000000000000000000000000000000	000000000000001001001010001100000000000000000000000000000000000000000000000000	000000000000001001001010010100000000000000000000000000000000000000000000000000
orange body, long tooth	001	000000000000000000000000000000110101001100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000	000000000000000000000000000010010101001100000000000000000000000000000000000000
orange body, pink wings	001	000000000000011010010010001100000000000000000000000000000000000000000000000000	000000000000011100100010001100000000000000000000000000000000000000000000000000	000000000000011100010010001100000000000000000000000000000000000000000000000000
this is underpaid, pink antenna, white legs	001	000000000000101001100010010100000000000000000000000000000000000000000000000000	000000000000101001100010001100000000000000000000000000000000000000000000000000	000000000000101001100010001100000000000000000000000000000000000000000000000000
no head feathers, pink tail feathers	001	100100110010000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000
white head, orange wings	001	000000000000101001010001001100000000000000000000000000000000000000000000000000	000000000000101001100100001100000000000000000000000000000000000000000000000000	000000000000101001100001001100000000000000000000000000000000000000000000000000
pink wing, white head feathers	001	001010100110000000000000000000000000000000000000000000000000000000000000000000	010010110010000000000000000000000000000000000000000000000000000000000000000000	010010100110000000000000000000000000000000000000000000000000000000000000000000
white center, white stem	001	000000000000000000000000000000000000000000100011000001100100000000000000000000	000000000000000000000000000000000000000010000011000001001100000000000000000000	000000000000000000000000000000000000000000100011000001001100000000000000000000
orange leaves, orange stem	001	000000000000000000000000000000000000000000000000000000000010000010000011001000	000000000000000000000000000000000000000000000000000000000010000010010001000100	000000000000000000000000000000000000000000000000000000000010000010010001001000
white feathers	001	100100110010000000000000000000000000000000000000000000000000000000000000000000	100100110010000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000
pink head, orange body	001	000000000001001100000100100100000000000000000000000000000000000000000000000000	000000000001001010000010100100000000000000000000000000000000000000000000000000	000000000001001100000010100100000000000000000000000000000000000000000000000000
orange pedals, no thorns	001	000000000000000000000000000000000000000000100011000011001100000000000000000000	000000000000000000000000000000000000000000100010010011001100000000000000000000	000000000000000000000000000000000000000000100011000011001100000000000000000000
solid pink body	001	000000000000000000000000000001010011001100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000	000000000000000000000000000001010010001100000000000000000000000000000000000000
solid white	001	000000000000000000000000000000110011001100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000000110010001100000000000000000000000000000000000000
white petals	001	000000000000000000000000000000000000000010010011001001001100000000000000000000	000000000000000000000000000000000000000010010010101001001100000000000000000000	000000000000000000000000000000000000000010010010011001001100000000000000000000
white leaves, no berries 	001	000000000000000000000000000000000000000000000000000000000000000010001001000100	000000000000000000000000000000000000000000000000000000000010000010000011000100	000000000000000000000000000000000000000000000000000000000000000010000011000100
orange stripes	001	000000000000000000000000000000110100101100000000000000000000000000000000000000	000000000000000000000000000000110100011100000000000000000000000000000000000000	000000000000000000000000000000110101001100000000000000000000000000000000000000
orange stem, white center	001	000000000000000000000000000000000000000001000111000001100100000000000000000000	000000000000000000000000000000000000000000100111000001010100000000000000000000	000000000000000000000000000000000000000000100111000001100100000000000000000000
orange head, pink antenna 	001	000000000001001001000100100100000000000000000000000000000000000000000000000000	000000000000101001000001100100000000000000000000000000000000000000000000000000	000000000000101001000100100100000000000000000000000000000000000000000000000000
orange wing, no head feathers	001	100100101010000000000000000000000000000000000000000000000000000000000000000000	001100100110000000000000000000000000000000000000000000000000000000000000000000	100100100110000000000000000000000000000000000000000000000000000000000000000000
blue berries, no leaves 	001	000000000000000000000000000000000000000000000000000000000010000010001001001000	000000000000000000000000000000000000000000000000000000000000100010000001001000	000000000000000000000000000000000000000000000000000000000010000010000001001000
green berries, blue stem	001	000000000000000000000000000000000000000000000000000000000000100011000001100000	000000000000000000000000000000000000000000000000000000000001000011000001000001	000000000000000000000000000000000000000000000000000000000001000011000001100000
pink center	001	000000000000000000000000000000000000000010000110011001010100000000000000000000	000000000000000000000000000000000000000000100110011001010100000000000000000000	000000000000000000000000000000000000000001000110011001010100000000000000000000
orange legs	001	000000000000001010001001010100000000000000000000000000000000000000000000000000	000000000000001010001001001100000000000000000000000000000000000000000000000000	000000000000001010001001100100000000000000000000000000000000000000000000000000
pink center, white petals  	001	000000000000000000000000000000000000000001000111000001100100000000000000000000	000000000000000000000000000000000000000010000110010001100100000000000000000000	000000000000000000000000000000000000000001000110010001100100000000000000000000
orange and pink body 	001	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000010011000101100000000000000000000000000000000000000
no antenna, pink wings	001	000000000001001001010010001100000000000000000000000000000000000000000000000000	000000000000001001010010001100000000000000000000000000000000000000000000000000	000000000000001001010010001100000000000000000000000000000000000000000000000000
no thorns, orange body 	001	000000000000000000000000000000000000000010001011001001010100000000000000000000	000000000000000000000000000000000000000010001011001001100100000000000000000000	000000000000000000000000000000000000000010001011001001100100000000000000000000
white and orange	001	000000000000000000000000000000110100011100000000000000000000000000000000000000	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000
white leaves, green stem	001	000000000000000000000000000000000000000000000000000000000001000010000011000001	000000000000000000000000000000000000000000000000000000000001000010000011010000	000000000000000000000000000000000000000000000000000000000001000010000011010000
no wings	001	000000000000101010100001010100000000000000000000000000000000000000000000000000	000000000000101010010001010100000000000000000000000000000000000000000000000000	000000000000101010000001010100000000000000000000000000000000000000000000000000
orange wing, orange head feathers	001	100001100110000000000000000000000000000000000000000000000000000000000000000000	010001110010000000000000000000000000000000000000000000000000000000000000000000	100001110010000000000000000000000000000000000000000000000000000000000000000000
green stem, pink leaves	001	000000000000000000000000000000000000000000000000000000000000000110001001001000	000000000000000000000000000000000000000000000000000000000000000110010001010000	000000000000000000000000000000000000000000000000000000000000000110001001010000
orange feathers	001	001001101010000000000000000000000000000000000000000000000000000000000000000000	001001100110000000000000000000000000000000000000000000000000000000000000000000	001001110010000000000000000000000000000000000000000000000000000000000000000000
white stem, green leaves	001	000000000000000000000000000000000000000000000000000000000000000010100001000001	000000000000000000000000000000000000000000000000000000000000000010100001001000	000000000000000000000000000000000000000000000000000000000000000010100001000001
orange wing, white tail feathers	001	010010100110000000000000000000000000000000000000000000000000000000000000000000	100010101010000000000000000000000000000000000000000000000000000000000000000000	100010100110000000000000000000000000000000000000000000000000000000000000000000
pink body with whiskers 	001	000000000000000000000000000001010100101100000000000000000000000000000000000000	000000000000000000000000000000110100101100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000
white leaves, orange stem	001	000000000000000000000000000000000000000000000000000000000000000110000011000100	000000000000000000000000000000000000000000000000000000000000000110010001001000	000000000000000000000000000000000000000000000000000000000000000110000011001000
solid green with pink berries	001	000000000000000000000000000000000000000000000000000000000000010010100001000001	000000000000000000000000000000000000000000000000000000000000010010001001010000	000000000000000000000000000000000000000000000000000000000000010010100001010000
Fish with purple fins and no whiskers	001	000000000000000000000000000000110100011100000000000000000000000000000000000000	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000000110100011100000000000000000000000000000000000000
Purple bug with lots of legs but no wings	001	000000000000001010100010010100000000000000000000000000000000000000000000000000	000000000000001010010010010100000000000000000000000000000000000000000000000000	000000000000001010000010010100000000000000000000000000000000000000000000000000
Tree with red leaves and red berries	001	000000000000000000000000000000000000000000000000000000000000001010000011000001	000000000000000000000000000000000000000000000000000000000000010010000101000001	000000000000000000000000000000000000000000000000000000000000001010000101000001
Bug with orange body and legs, white wings, and purple head	001	000000000000001100001010010100000000000000000000000000000000000000000000000000	000000000000001100001100100100000000000000000000000000000000000000000000000000	000000000000001100001010100100000000000000000000000000000000000000000000000000
Tree with orange trunk, orange leaves, blue berries	001	000000000000000000000000000000000000000000000000000000000000010010010001001000	000000000000000000000000000000000000000000000000000000000010000010001001001000	000000000000000000000000000000000000000000000000000000000010000010010001001000
All white bug with purple head and body	001	000000000000011010001100001100000000000000000000000000000000000000000000000000	000000000000011010010010001100000000000000000000000000000000000000000000000000	000000000000011010001010001100000000000000000000000000000000000000000000000000
All white flower with purple center of flower	001	000000000000000000000000000000000000000001000111000001001100000000000000000000	000000000000000000000000000000000000000000100110010001001100000000000000000000	000000000000000000000000000000000000000001000110010001001100000000000000000000
White fish, purple stripes, orange fins No fangs They all have whiskers, but one has a large fang in front of the whiskersyou can't see that?	001	000000000000000000000000000000111000101100000000000000000000000000000000000000	000000000000000000000000000000111000011100000000000000000000000000000000000000	000000000000000000000000000000111000101100000000000000000000000000000000000000
Flower with white stem, orange in the middle	001	000000000000000000000000000000000000000010000010100011100100000000000000000000	000000000000000000000000000000000000000000100010100011001100000000000000000000	000000000000000000000000000000000000000010000010100011001100000000000000000000
Bird with white head, white body, purple wing, no extra feathers	001	010001100110000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000	010001101010000000000000000000000000000000000000000000000000000000000000000000
Tree with purple trunk, green leaves, purple berries	001	000000000000000000000000000000000000000000000000000000000000010010100001000100	000000000000000000000000000000000000000000000000000000000000100010100001000100	000000000000000000000000000000000000000000000000000000000000010010100001000100
Bug with purple body and head, orange legs, white antenna	001	000000000000011010000100100100000000000000000000000000000000000000000000000000	000000000001001010000010100100000000000000000000000000000000000000000000000000	000000000000011010000010100100000000000000000000000000000000000000000000000000
Purple fish with orange stripes	001	000000000000000000000000000010010101001100000000000000000000000000000000000000	000000000000000000000000000000110101001100000000000000000000000000000000000000	000000000000000000000000000001010101001100000000000000000000000000000000000000
Tree with green trunk, green leaves and purple berries	001	000000000000000000000000000000000000000000000000000000000000010010100001001000	000000000000000000000000000000000000000000000000000000000000010010100001010000	000000000000000000000000000000000000000000000000000000000000010010100001010000
Flower with orange stem, and two shades of purple in the flower head	001	000000000000000000000000000000000000000001000010100001010100000000000000000000	000000000000000000000000000000000000000001000010010001100100000000000000000000	000000000000000000000000000000000000000001000010100001100100000000000000000000
Tree, red trunk, purple leaves, orange berries	001	000000000000000000000000000000000000000000000000000000000000100010001001001000	000000000000000000000000000000000000000000000000000000000000100010001001000100	000000000000000000000000000000000000000000000000000000000000100010001001000010
Tree, red trunk, purple berries, green leaves	001	000000000000000000000000000000000000000000000000000000000000010010100001001000	000000000000000000000000000000000000000000000000000000000000010010100001000001	000000000000000000000000000000000000000000000000000000000000010010100001000010
