trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
26	bugs_purple_legs_white_heads_or_orange_wings	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933636624.0	speaker	bug-bug_wings_color-orange	bug-bug_wings_color-purple	bug-wings_present-true	purple body, no wings, orange legs, white attenae	6992	speaker	8530	chatMessage			8372244360784107239
27	birds_orange_tails_or_white_wings_orange_crests	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933656652.0	speaker	bird-bird_wing_color-white	bird-bird_wing_color-white	bird-crest_tail_color-purple	white stomach and head, purple wing, orange feathers around head and tail	9496	speaker	11670	chatMessage			-8863885252936470003
28	bugs_purple_legs_white_heads	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933684428.0	speaker	bug-head_color-white	bug-antennae_color-orange	bug-legs_color-purple	orange wings, body, and legs, white head, pruple attenae	11439	speaker	16081	chatMessage			6689981081247691045
29	fish_orange_bodies_purple_stripes	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933707645.0	speaker	fish-stripes_color-purple	fish-stripes_color-purple	fish-body_color-purple	white body, orange stripes	6200	speaker	7965	chatMessage			8766566973407920917
30	trees_white_leaves_or_orange_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933725675.0	speaker	tree-berries_color-orange	tree-trunk_color-orange	tree-berries_present-false	white base, red petals, orange dots	4912	speaker	8976	chatMessage			-3999618460070703658
31	flowers_orange_petals_purple_centers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933746003.0	speaker	flower-petals_color-orange	flower-center_color-purple	flower-stem_color-orange	white stem, orange petals, white center	5999	speaker	8259	chatMessage			4967384406135128004
32	bugs_white_legs_purple_wings_or_orange_antennae	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933766043.0	speaker	bug-bug_wings_color-purple	bug-legs_color-purple	bug-bug_wings_color-purple	white body, wings, and legs	7039	speaker	10166	chatMessage			-1495646427810051249
33	flowers_thorns_purple_petals_or_orange_stems	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933787643.0	speaker	flower-thorns_present	flower-petals_color-white	flower-center_color-purple	orange stem, petals and center	11017	speaker	12684	chatMessage			1020015442291618006
34	birds_purple_wings_white_crests_or_white_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933806699.0	speaker	bird-crest_tail_color-white	bird-bird_wing_color-white	bird-bird_wing_color-purple	orange body, wings, and white feathers around head	9279	speaker	11134	chatMessage			5825524383053938390
35	trees_orange_trunks_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933826501.0	speaker	tree-trunk_color-orange	tree-leaves_color-white	tree-leaves_color-purple	white base, no petals, white dots	8848	speaker	10484	chatMessage			-2316907018244350572
36	bugs_wings_antennae	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933850364.0	speaker	bug-antennae_present	bug-bug_wings_color-purple	bug-head_color-orange	white wings, pink head	4945	speaker	15438	chatMessage			8485126807034587722
37	birds_purple_tails	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933869659.0	speaker	bird-crest_tail_color-purple	bird-crest_tail_color-white	bird-bird_wing_color-white	orange wing, no feathers around head	5280	speaker	11642	chatMessage			2044155280161651845
38	fish_orange_bodies_or_fangs_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933880852.0	speaker	fish-fangs_present	fish-stripes_color-white	fish-fangs_present-true	white body, no stripes or fang	3784	speaker	5051	chatMessage			-4138734761441394786
38	fish_orange_bodies_or_fangs_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933884859.0	speaker	fish-fangs_present	fish-stripes_color-white	fish-fangs_present-true	pink body*	2335	speaker	9058	chatMessage			-4138734761441394786
39	flowers_thorns_purple_petals_or_orange_stems	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933910332.0	speaker	flower-stem_color-orange	flower-center_color-orange	flower-stem_color-purple	white stem, orange petals, white center	16393	speaker	18017	chatMessage			-9197282005935643905
40	fish_orange_bodies_or_fangs_whiskers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933928812.0	speaker	fish-whiskers_present	fish-stripes_color-white	fish-fangs_present-true	white body, pink stripes, no fang	8879	speaker	10553	chatMessage			-827377223938438339
41	trees_purple_berries_or_white_trunks	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933956772.0	speaker	tree-trunk_color-white	tree-berries_present-false	tree-berries_color-orange	pink base, white petals, pink dots, no orange	16479	speaker	18392	chatMessage			423174566663961697
42	flowers_purple_stems_white_petals_or_orange_centers	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554933980990.0	speaker	flower-center_color-orange	flower-center_color-white	flower-petals_color-white	pink stem, orange center, pink petals	8960	speaker	10666	chatMessage			1989731169549400576
43	trees_purple_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554934002413.0	speaker	tree-berries_color-purple	tree-leaves_color-white	tree-berries_color-orange	white base, pink dots, blue petals, no orange	9967	speaker	11580	chatMessage			-8814041003024455328
44	trees_orange_trunks_berries	development	7396-fd5af20b-8fa8-420e-ac62-56b6effc45a7	1554934018763.0	speaker	tree-berries_present	tree-leaves_color-purple	tree-berries_color-purple	green base, green dots, orange petals, no pink	5616	speaker	7593	chatMessage			4509741655703181577
0	flowers_purple_stems_white_petals_or_orange_centers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914815245.0	listener	flower-center_color-orange	flower-center_color-orange	flower-thorns_present-true	It is a flower with a white circle in middle without thorns	23634	speaker	33606	chatMessage			-4188786766306081801
1	flowers_thorns	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914846545.0	listener	flower-thorns_present	flower-center_color-orange	flower-petals_color-orange	White circle, purple flower	14814	speaker	21684	chatMessage			-5139533179564734979
3	flowers_purple_stems_white_petals_or_orange_centers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914895709.0	listener	flower-petals_color-white	flower-stem_color-purple	flower-thorns_present-false	white stem with thorns	4782	speaker	9027	chatMessage			621034371871406369
4	birds_orange_wings_tails	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914921133.0	listener	bird-bird_wing_color-orange	bird-bird_wing_color-orange	bird-crest_tail_color-purple	mostly orange with one pinkish wing	10825	speaker	18553	chatMessage			-7180503604323803981
5	bugs_orange_antennae_or_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914939348.0	listener	bug-antennae_color-orange	bug-head_color-orange	bug-legs_color-white	white head pink legs	4823	speaker	12515	chatMessage			7858551163680629378
6	fish_fangs	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914958012.0	listener	fish-fangs_present	fish-stripes_color-white	fish-stripes_color-purple	orange stripes	6214	speaker	9281	chatMessage			665094818716229364
7	trees_orange_trunks_berries	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554914996433.0	listener	tree-trunk_color-orange	tree-trunk_color-white	tree-leaves_color-white	green stem and circles with pink flowers	18317	speaker	27442	chatMessage			-4656995311183696528
8	flowers_purple_stems_thorns	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915028415.0	listener	flower-stem_color-purple	flower-petals_color-purple	flower-petals_color-orange	mostly white flower	7471	speaker	21022	chatMessage			-8360336951352298194
9	flowers_orange_stems	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915054186.0	listener	flower-stem_color-orange	flower-stem_color-purple	flower-center_color-orange	white inside, white stem 	7101	speaker	20132	chatMessage			-3575082547171843010
10	birds_purple_tails	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915077223.0	listener	bird-crest_tail_color-purple	bird-crest_tail_color-white	bird-bird_wing_color-white	orange, pink wing	6951	speaker	14813	chatMessage			-6455494077312036747
11	fish_orange_bodies_or_fangs	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915094769.0	listener	fish-body_color-orange	fish-stripes_color-white	fish-stripes_color-purple	orange stripe	2269	speaker	9245	chatMessage			-2333016072414791973
12	bugs_purple_legs_white_heads	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915126933.0	listener	bug-legs_color-purple	bug-wings_present-false	bug-bug_wings_color-purple	orange butterfly lookng wings	13560	speaker	22670	chatMessage			-5506553648411860900
14	trees_purple_berries_or_white_trunks	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915186504.0	listener	tree-trunk_color-white	tree-leaves_present-true	tree-trunk_color-purple	purple flowers, white stem	10817	speaker	19488	chatMessage			-1552151414145468814
15	fish_white_stripes_or_whiskers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915212006.0	listener	fish-stripes_color-white	fish-stripes_color-purple	fish-body_color-purple	completely orange fish	2956	speaker	18538	chatMessage			-8416500106262189522
16	trees_orange_trunks_berries	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915240935.0	listener	tree-berries_present	tree-berries_color-purple	tree-leaves_present-true	green stem, no purple circles, white flowers	9432	speaker	22039	chatMessage			7659276205115192497
17	fish_whiskers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915267489.0	listener	fish-whiskers_present	fish-stripes_color-white	fish-stripes_color-orange	white fish with all purple stripes	7034	speaker	19735	chatMessage			-3381188409206621144
18	flowers_purple_stems_or_thorns_white_centers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915297650.0	listener	flower-center_color-white	flower-stem_color-purple	flower-petals_color-orange	purple flower, orange stem with thorns	14475	speaker	24286	chatMessage			-8370199840650964640
19	birds_white_crests_or_orange_wings_tails	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915323198.0	listener	bird-crest_tail_color-white	bird-crest_tail_color-purple	bird-tail_present-false	orange feathers on bottom	9695	speaker	13880	chatMessage			207809363271646418
20	fish_white_bodies_orange_stripes_or_fangs	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915349969.0	listener	fish-stripes_color-orange	fish-body_color-orange	fish-whiskers_present-false	completely purple with whiskers	11834	speaker	14683	chatMessage			-2318247421059256473
21	bugs_without_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915377967.0	listener	bug-wings_present	bug-bug_wings_color-purple	bug-body_color-purple	completely white body with orange butterfly wings	9985	speaker	13798	chatMessage			1975186732175024320
22	trees_orange_berries_purple_trunks_or_white_leaves	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915407994.0	listener	tree-trunk_color-purple	tree-trunk_color-white	tree-leaves_present-false	orange stem, red flowers	8005	speaker	18080	chatMessage			7332996355635085579
24	flowers_orange_petals_purple_centers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915456070.0	listener	flower-petals_color-orange	flower-petals_color-purple	flower-petals_color-white	orange flower	3130	speaker	7734	chatMessage			-383275328888738915
25	trees_orange_trunks_or_berries_white_leaves	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915482701.0	listener	tree-leaves_color-white	tree-leaves_color-purple	tree-berries_color-purple	orange stem, white circles, green flowers	12344	speaker	17894	chatMessage			7163622036973317565
26	birds_orange_crests_or_purple_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915509070.0	listener	bird-bird_wing_color-purple	bird-bird_wing_color-white	bird-bird_wing_color-purple	orange wing	10013	speaker	15882	chatMessage			6240819540231068823
27	birds_orange_tails_or_white_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915526168.0	listener	bird-bird_wing_color-white	bird-bird_wing_color-white	bird-crest_tail_color-white	purple wing, no bottom	3411	speaker	8151	chatMessage			6459167476010246061
28	fish_white_stripes_or_purple_bodies_whiskers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915551672.0	listener	fish-body_color-purple	fish-stripes_present-true	fish-body_color-white	purple with no strips	9876	speaker	16556	chatMessage			7224236701371076890
29	bugs_wings_antennae	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915589962.0	listener	bug-antennae_present	bug-legs_color-white	bug-bug_wings_color-purple	white butterfly wings and white bottomish area with purple legs	24463	speaker	29691	chatMessage			-2915603872909089568
31	bugs_purple_legs_white_heads	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915647457.0	listener	bug-head_color-white	bug-bug_wings_color-orange	bug-antennae_present-false	no wings, orange attennas	13070	speaker	18622	chatMessage			-8208737524477799767
32	bugs_purple_legs_white_heads_or_orange_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915679302.0	listener	bug-bug_wings_color-orange	bug-antennae_present-false	bug-wings_present-false	white wings, purple attena	15191	speaker	18555	chatMessage			1965459855223629946
33	birds_tails	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915711916.0	listener	bird-tail_present	bird-bird_wing_color-white	bird-crest_tail_color-white	orange wing, no top or bottom	7071	speaker	23950	chatMessage			-3817273367000115073
34	birds_purple_crests_purple_tails_or_orange_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915734399.0	listener	bird-crest_present	bird-crest_tail_color-orange	bird-crest_tail_color-white	orange bird, puruple bottom	6116	speaker	14959	chatMessage			8429475504874834039
35	bugs_antennae_or_wings_purple_bodies	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915750052.0	listener	bug-body_color-purple	bug-bug_wings_color-orange	bug-bug_wings_color-purple	white wings	2383	speaker	10637	chatMessage			-5473776879725026917
36	bugs_white_legs_purple_wings_or_orange_antennae	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915787698.0	listener	bug-legs_color-white	bug-legs_color-white	bug-body_color-purple	orange legs, orange bod	8145	speaker	27955	chatMessage			-3647860104517635570
37	fish_white_stripes_or_whiskers	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915809220.0	listener	fish-stripes_present	fish-stripes_color-orange	fish-stripes_color-white	orange with no stripes	4335	speaker	14777	chatMessage			-9064130929402835796
39	flowers_purple_petals_or_thorns	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915864513.0	listener	flower-petals_color-purple	flower-petals_color-purple	flower-thorns_present-false	orange stem with thorns, white flower	7786	speaker	19584	chatMessage			2478448967744763511
40	fish_white_bodies_orange_stripes_or_fangs	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915910365.0	listener	fish-body_color-white	fish-fangs_present-false	fish-body_color-white	orange with white whisker looking thing by mouth	25537	speaker	35242	chatMessage			6490620073190687549
41	trees_purple_leaves_berries	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915943776.0	listener	tree-leaves_color-purple	tree-leaves_color-white	tree-berries_present-true	red flowers, purple circles	5960	speaker	14859	chatMessage			5131499870431330854
42	flowers_purple_centers_or_orange_stems_with_thorns	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915960517.0	listener	flower-center_color-purple	flower-petals_color-white	flower-petals_color-orange	purple flower, orange circle	6588	speaker	9595	chatMessage			-5251020613396784802
43	trees_white_leaves_or_orange_berries	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554915976477.0	listener	tree-berries_color-orange	tree-leaves_color-purple	tree-trunk_color-purple	red flower, blue stem	3298	speaker	6646	chatMessage			9004804802305915212
44	birds_orange_tails_or_white_wings	development	5526-0f393756-8a27-471e-bf0e-94b3b1dac91b	1554916009130.0	listener	bird-crest_tail_color-orange	bird-bird_wing_color-white	bird-crest_tail_color-orange	orange wing, white top and bottom	5465	speaker	16868	chatMessage			-3768400167245882005
0	trees_purple_berries	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554914990595.0	listener	tree-berries_color-purple	tree-trunk_color-purple	tree-trunk_color-white	Notice the yellow stem	14244	speaker	28493	chatMessage			-522163623211003162
1	flowers_orange_stems_or_thorns	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915018576.0	listener	flower-thorns_present	flower-petals_color-orange	flower-center_color-white	Notice the purple centr with the white petals	15041	speaker	22453	chatMessage			3175761846798245044
2	birds_tails	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915052817.0	listener	bird-tail_present	bird-crest_tail_color-orange	bird-crest_tail_color-white	Look for the one orange feather with the solid purple bird	24411	speaker	28728	chatMessage			2956312287719823099
3	flowers_purple_stems_or_thorns_white_centers	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915086695.0	listener	flower-center_color-white	flower-petals_color-orange	flower-petals_color-white	two toned purple flower only	12718	speaker	24761	chatMessage			-7338625812046523138
4	flowers_orange_petals_purple_centers	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915112763.0	listener	flower-petals_color-orange	flower-petals_color-white	flower-petals_color-orange	purple petals	12471	speaker	18344	chatMessage			8596872113615168674
5	flowers_purple_centers_or_orange_stems_with_thorns	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915144674.0	listener	flower-center_color-purple	flower-center_color-purple	flower-stem_color-orange	orange petals white stem orange center	17821	speaker	20761	chatMessage			2744344717179868445
6	birds_purple_wings_white_crests_or_white_tails	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915183625.0	listener	bird-bird_wing_color-purple	bird-bird_wing_color-white	bird-crest_tail_color-white	orange bird no tail feathers one orange feather	23902	speaker	29840	chatMessage			-4989708130033745622
7	flowers_purple_stems_thorns	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915214252.0	listener	flower-stem_color-purple	flower-stem_color-purple	flower-petals_color-purple	orange petals purple dots orange stem	12749	speaker	18556	chatMessage			7279458700634696573
8	trees_purple_berries_or_white_trunks	development	7358-3d41165b-5b34-4daf-bd4c-c6e7458df339	1554915232393.0	listener	tree-trunk_color-white	tree-leaves_color-white	tree-leaves_present-false	blue petals	6529	speaker	8959	chatMessage			-7805240537009020946
0	flowers_purple_stems_white_petals_or_orange_centers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915092426.0	speaker	flower-petals_color-white	flower-center_color-orange	flower-petals_color-orange	pink center, white petals with orange dots	9114	speaker	19423	chatMessage			5159155409054286219
1	fish_white_bodies_orange_stripes_or_fangs	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915139354.0	speaker	fish-body_color-white	fish-stripes_present-false	fish-whiskers_present-true	no whiskers, has lines	5434	speaker	29897	chatMessage			4927583585553138230
2	bugs_white_legs_purple_wings_or_orange_antennae	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915168726.0	speaker	bug-bug_wings_color-purple	bug-body_color-purple	bug-legs_color-white	pink legs and head, white body	14650	speaker	18761	chatMessage			136234603789832117
3	fish_white_stripes_or_whiskers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915194241.0	speaker	fish-stripes_color-white	fish-body_color-white	fish-fangs_present-false	orange body, long tooth	11053	speaker	13881	chatMessage			2919424024512388897
5	bugs_purple_legs_white_heads_or_orange_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915229647.0	speaker	bug-bug_wings_color-orange	bug-body_color-purple	bug-bug_wings_color-orange	orange body, pink wings	6446	speaker	9199	chatMessage			-4956079648520592122
7	bugs_white_legs_purple_wings_or_orange_antennae	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915277521.0	speaker	bug-legs_color-white	bug-legs_color-purple	bug-antennae_present-false	this is underpaid, pink antenna, white legs	14811	speaker	16866	chatMessage			-1153656380427385822
9	birds_purple_wings_crests	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915329411.0	speaker	bird-bird_wing_color-purple	bird-crest_tail_color-orange	bird-crest_tail_color-white	no head feathers, pink tail feathers	7068	speaker	9890	chatMessage			-787389977665619666
10	bugs_orange_head	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915351033.0	speaker	bug-head_color-orange	bug-bug_wings_color-purple	bug-head_color-orange	white head, orange wings	8081	speaker	10904	chatMessage			5904474056544944589
11	birds_purple_crests_purple_tails_or_orange_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915389012.0	speaker	bird-bird_wing_color-orange	bird-bird_wing_color-white	bird-crest_tail_color-orange	pink wing, white head feathers	9870	speaker	24922	chatMessage			6243360997580295924
12	flowers_thorns	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915406707.0	speaker	flower-thorns_present	flower-stem_color-orange	flower-center_color-orange	white center, white stem	3541	speaker	7516	chatMessage			7641863409043456654
13	trees_without_leaves	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915423176.0	speaker	tree-leaves_present	tree-leaves_color-white	tree-trunk_color-purple	orange leaves, orange stem	4173	speaker	6306	chatMessage			4375250753230873471
14	birds_purple_crests_purple_tails_or_orange_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915435476.0	speaker	bird-tail_present	bird-crest_present-true	bird-crest_tail_color-orange	white feathers	2853	speaker	4205	chatMessage			-4920642297015820518
15	bugs_orange_antennae_or_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915452976.0	speaker	bug-antennae_color-orange	bug-head_color-orange	bug-body_color-purple	pink head, orange body	4310	speaker	7823	chatMessage			2790654013749584959
16	flowers_purple_stems_or_thorns_white_centers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915477375.0	speaker	flower-center_color-white	flower-thorns_present-true	flower-petals_color-white	orange pedals, no thorns	11368	speaker	16189	chatMessage			1554525958869153322
17	fish_orange_bodies_purple_stripes	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915492681.0	speaker	fish-stripes_color-purple	fish-stripes_color-orange	fish-body_color-white	solid pink body	1794	speaker	6045	chatMessage			5866924892638135596
18	fish_orange_bodies_or_fangs_whiskers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915506233.0	speaker	fish-fangs_present	fish-stripes_color-orange	fish-stripes_color-purple	solid white	2218	speaker	4848	chatMessage			-3539112758939696091
19	flowers_purple_stems_white_petals_or_orange_centers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915530699.0	speaker	flower-center_color-orange	flower-petals_color-orange	flower-petals_color-purple	white petals	12262	speaker	18414	chatMessage			-2933389532094677505
20	trees_orange_trunks_berries	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915548832.0	speaker	tree-berries_present	tree-leaves_color-purple	tree-berries_present-true	white leaves, no berries 	6034	speaker	11112	chatMessage			-3464643187545381870
21	fish_orange_bodies_or_fangs_whiskers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915562430.0	speaker	fish-whiskers_present	fish-stripes_present-true	fish-stripes_color-white	orange stripes	2068	speaker	4322	chatMessage			-1006995406961523779
22	flowers_purple_stems_thorns	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915576644.0	speaker	flower-stem_color-purple	flower-center_color-purple	flower-stem_color-purple	orange stem, white center	4663	speaker	7321	chatMessage			-6658273507855959398
24	bugs_without_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915612087.0	speaker	bug-wings_present	bug-antennae_present-true	bug-head_color-white	orange head, pink antenna 	4092	speaker	9068	chatMessage			2337772684533175256
25	birds_purple_crests_purple_tails_or_orange_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915629165.0	speaker	bird-crest_present	bird-crest_tail_color-purple	bird-bird_wing_color-white	orange wing, no head feathers	3425	speaker	5847	chatMessage			3269782330909109259
26	trees_orange_trunks_or_berries_white_leaves	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915647904.0	speaker	tree-leaves_color-white	tree-leaves_color-purple	tree-berries_color-orange	blue berries, no leaves 	5461	speaker	7437	chatMessage			-4341351746696342785
27	trees_purple_leaves_berries	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915663192.0	speaker	tree-leaves_color-purple	tree-berries_color-orange	tree-trunk_color-white	green berries, blue stem	5942	speaker	8240	chatMessage			4941635756821658337
28	flowers_orange_stems	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915677948.0	speaker	flower-stem_color-orange	flower-center_color-orange	flower-center_color-white	pink center	1506	speaker	5160	chatMessage			8291469633290149277
29	bugs_antennae_or_wings_purple_bodies	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915690264.0	speaker	bug-body_color-purple	bug-legs_color-purple	bug-legs_color-white	orange legs	1277	speaker	2863	chatMessage			-8033967965577030977
30	flowers_purple_centers_or_orange_stems_with_thorns	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915703703.0	speaker	flower-center_color-purple	flower-petals_color-orange	flower-center_color-orange	pink center, white petals  	4867	speaker	7033	chatMessage			-4116525443917982230
31	fish_orange_bodies_or_fangs_whiskers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915718257.0	speaker	fish-body_color-orange	fish-stripes_present-true	fish-body_color-white	orange and pink body 	4797	speaker	6885	chatMessage			7679934703881717839
32	bugs_purple_legs_white_heads	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915733723.0	speaker	bug-legs_color-purple	bug-antennae_color-orange	bug-wings_present-false	no antenna, pink wings	4514	speaker	7051	chatMessage			4485089206311566743
33	flowers_orange_petals_purple_centers	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915767664.0	speaker	flower-petals_color-orange	flower-stem_color-purple	flower-thorns_present-true	no thorns, orange body 	13321	speaker	20831	chatMessage			-8796272599570671920
34	fish_orange_bodies_purple_stripes	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915780129.0	speaker	fish-stripes_present	fish-body_color-white	fish-body_color-purple	white and orange	1957	speaker	4290	chatMessage			1185730138912827468
35	trees_orange_berries_purple_trunks_or_white_leaves	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915798481.0	speaker	tree-trunk_color-purple	tree-trunk_color-white	tree-leaves_present-false	white leaves, green stem	9964	speaker	12082	chatMessage			8374088771453235206
36	bugs_wings_antennae	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915813377.0	speaker	bug-antennae_present	bug-bug_wings_color-orange	bug-bug_wings_color-purple	no wings	1246	speaker	3994	chatMessage			-1774645599438094047
37	birds_orange_tails_or_white_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915826529.0	speaker	bird-bird_wing_color-white	bird-crest_present-true	bird-bird_wing_color-purple	orange wing, orange head feathers	4256	speaker	6812	chatMessage			6743555787290450541
38	trees_purple_berries_or_white_trunks	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915843727.0	speaker	tree-trunk_color-white	tree-trunk_color-orange	tree-leaves_present-true	green stem, pink leaves	3374	speaker	6344	chatMessage			-39829114298293282
39	birds_purple_crests_purple_tails_or_orange_wings	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915856475.0	speaker	bird-crest_tail_color-purple	bird-crest_tail_color-purple	bird-tail_present-true	orange feathers	2545	speaker	4594	chatMessage			8843534735916175145
40	trees_orange_trunks_berries	development	6509-66eb17d8-f481-4cfd-93a1-65a9c9987880	1554915870490.0	speaker	tree-trunk_color-orange	tree-leaves_present-false	tree-trunk_color-orange	white stem, green leaves	2998	speaker	5218	chatMessage			1709874608257646691
